company,property,location,area,id
深圳市投资控股有限公,深圳湾科技生态园,南山区白石路与沙河西,深房许字（2016）南山,
深圳市泰富华天峦湖置,天峦湖花园,深圳市坪山新区坪山街,深房许字（2016）坪山,
深圳市潮商东部投资有,潮商广场,坪山新区坪山街道中山,深房许字（2016）坪山,
深圳市恒裕实业（集团,恒裕嘉城花园,龙岗区爱南路与同富路,深房许字（2016）龙岗,
深圳市金众地产集团有,金众金域阁,龙华新区民治街道,深房许字（2016）龙华,
中粮地产（深圳）实业,中粮云景花园南区,光明新区公明办事处松,深房许字（2016）光明,
深圳市万科云城房地产,万科云城（三期）,石鼓路西侧,深房许字（2016）南山,
深圳市宝安东海实业有,华海金湾公馆（A104-0,宝安区西乡街道,深房许字（2016）宝安,
深圳市瑞和佳源房地产,星河传奇商厦,龙华新区民治上塘,深房许字（2016）龙华,
深圳市赛格新城市建设,赛格新城市广场,龙岗区布吉街道,深房许字（2016）龙岗,
深圳市地铁集团有限公,地铁锦上花园,龙岗区横岗街道地铁横,深房许字（2016）龙岗,
深圳市创浩通房地产开,星河智荟花园,深圳市龙岗区横岗街道,深房许字（2016）龙岗,
壹方置业（深圳）有限,壹方商业中心,宝安中心区新湖路与创,深房许字（2016）宝安,
深圳市创浩通房地产开,星河智荟花园,深圳市龙岗区横岗街道,深房许字（2016）龙岗,
深圳市国惠康国泰房地,深业泰然玫瑰轩,深圳市龙华新区观澜大,深房许字（2016）龙华,
深圳市中爱联实业有限,荣德时代广场,深圳市龙岗区横岗地铁,深房许字（2016）龙岗,
深圳市宁佳置业有限公,宁佳花园,龙岗区龙城街道,深房许字（2016）龙岗,
深圳市地业乐安房地产,全盛紫悦龙庭3栋,深圳市龙岗区龙城街道,深房许字（2015）龙岗,
深圳市地业乐安房地产,全盛紫悦龙庭2栋,龙岗区龙城街道,深房许字（2015）龙岗,
深圳泛亚房地产开发有,中骏蓝湾翠岭一期,深圳市龙岗区龙岗街道,深房许字(2016)龙岗01,
深圳市承翰信息咨询有,陶柏莉花园（一期）,大鹏新区葵涌办事处丰,深房许字（2016)大鹏0,
新旺实业发展（深圳）,深业东岭花园二期,罗湖区深南路与沿河路,深房许字（2016）罗湖,
宝吉工艺品（深圳）有,佳兆业中央广场三期,深圳市龙岗区坂雪大道,深房许字（2016）龙岗,
宝吉工艺品（深圳）有,佳兆业中央广场三期,深圳市龙岗区坂雪岗大,深房许字（2016）龙岗,
深圳市宏发房地产开发,宏发世纪花园(A712-06,宝安区石岩街道,深房许字(2016)宝安00,
广东城脉地产有限公司,城脉深圳湾公馆,后海大道与东滨路交汇,深房许字（2016）南山,
深圳市嘉兴福房地产开,嘉霖悦禧园,深圳市龙岗区坂田街道,深房许字（2016）龙岗,
深圳市嘉兴福房地产开,嘉霖悦禧园,深圳市龙岗区坂田街道,深房许字（2016）龙岗,
深圳半岛城邦房地产开,半岛城邦花园（三期）,蛇口东角头望海路南侧,深房许字（2016）南山,
深圳市海王星辰实业有,海王星辰大厦,东滨路与后海滨路交汇,深房许字（2015）南山,
宝能城有限公司,宝能城花园,留仙大道与塘朗地铁站,深房许字（2016）南山,
深圳市万科云城房地产,万科云城（三期）,石鼓路西侧,深房许字（2016）南山,
深圳市龙城广场房地产,万科时代广场,龙岗区龙城街道,深房许字（2016)龙岗0,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,深圳市龙岗区龙岗街道,深房许字（2016）龙岗,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,深圳市龙岗区龙岗街道,深房许字（2016）龙岗,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,深圳市龙岗区龙岗街道,深房许字（2016）龙岗,
深圳市深业中城有限公,深业中城（05-03地块）,福田区红荔西路与农坊,深房许字（2016）福田,
深圳市金安城房地产开,星航华府四期,深圳市宝安区福永街道,深房许字（2016）宝安,
深圳市正大国利投资有,正大时代华庭,深圳市龙岗区振海路与,深房许字（2016）龙岗,
深圳市泉堂实业发展有,天福华府（A区）,深圳市宝安区西乡广深,深房许字【2016】宝安,
深圳市万鸿嘉投资发展,金域中央花园二期,布吉街道水径社区,深房许字（2016）龙岗,
深圳市嘉兴福房地产开,嘉霖悦禧园,深圳市龙岗区坂田街道,深房许字（2016）龙岗,
深圳市吉厦房地产开发,国香山翡翠华庭1栋及3,深圳市龙岗区南湾街道,深房许字（2016）龙岗,
新锦安实业发展(深圳),新锦安壹号公馆,宝安区新安街道,深房许字（2016）宝安,
深圳市信贤房地产开发,信义御珑豪园,深圳市坂田街道大发埔,深房许字（2016）龙岗,
深圳市宇宏投资集团有,岭宏健康家园,龙岗区南湾街道,深房许字（2016）龙岗,
深圳市聚龙湾投资发展,公园里花园四期,南湾街道樟树布社区,深房许字（2016）龙岗,
深圳市合裕房地产开发,爵悦公馆1栋,深圳市龙岗区清霞路与,深房许字（2016）龙岗,
深圳市奥宸房地产开发,奥宸观壹城华轩（A928,龙华新区观澜办事处松,深房许字（2016）龙华,
深圳市信旺房地产开发,信义荔山御园C区7栋,深圳市布吉街道罗岗社,深房许字（2016）龙岗,
深圳市福民合建投资有,澜汇花园,龙华新区观澜大道西侧,深房许字（2016）龙华,
深圳前海卓越汇康投资,前海卓越金融中心（宗,深圳市前海深港合作区,深房许字（2016）前海,
深圳市宇宏投资集团有,岭宏健康家园4栋、14栋,龙岗区南湾街道,深房许字（2015）龙岗,
深圳市地业乐安房地产,全盛紫悦龙庭1栋,深圳市龙岗区龙城街道,深房许字（2015）龙岗,
万菱实业（深圳）有限,彩云轩,宝安区西乡街道,深房许字（2015）宝安,
深圳仙诺制药有限公司,宝丰苑,罗湖区金稻田路与东湖,深房许字（2015）罗湖,
深圳市淞江康纳投资有,金地名郡园,深圳市龙岗区龙岗大道,深房许字（2015）龙岗,
深圳市盛迪嘉房地产开,盛迪嘉光明壹号花园三,光明高新西区科发路西,深房许字（2015）光明,
深圳市盛迪嘉房地产开,盛迪嘉光明壹号花园三,光明高新西区科发路西,深房许字（2015）光明,
深圳市毅骏房地产开发,中海鹿丹名苑,罗湖区红岭南路与滨河,深房许字（2015）罗湖,
华润置地（深圳）发展,柏宁花园,科苑路,深房许字（2015）南山,
华润置地（深圳）有限,华润城华润置地大厦（,深南大道北面铜鼓路东,深房许字（2015）南山,
深圳市方大置业发展有,方大广场（一期）,龙珠四路与北环大道交,深房许字（2015）南山,
深圳市特发集团有限公,和平里花园II期,深圳市龙华新区民治办,深房许字（2015）龙华,
深圳市赤湾投资发展有,前海丹华园,赤湾四路以北、赤湾九,深房许字（2015）南山,
深圳市赤湾投资发展有,前海丹华园,赤湾四路以北，赤湾九,深房许字（2015）南山,
深圳市赤湾投资发展有,前海丹华园,赤湾四路以北，赤湾九,深房许字（2015）南山,
深圳市力高大道置业有,力高君御花园,坪山新区坪山街道中山,深房许字（2015）坪山,
深圳市宏发房地产开发,前城滨海花园（A105-1,宝安区西乡街道,深房许字（2015）宝安,
深圳市地铁集团有限公,地铁前海时代广场（9号,前海深港现代服务业合,深房许字（2015）前海,
雄伟房地产开发（深圳,卓能雅苑,龙华新区民治街道布龙,深房许字（2015）龙华,
深圳市金骏房地产有限,玖龙玺花园二期北区,龙华新区新区大道与白,深房许字[2015]龙华02,
深圳市岗厦实业股份有,岗厦皇庭大厦,深圳市福田区金田路东,深房许字（2015）福田,
深圳市福中福房地产开,幸福港湾尚品居,宝安区西乡街道,深房许字（2015）宝安,
深圳市皇庭房地产开发,岗厦皇庭大厦,深圳市福田区金田路东,深房许字（2015）福田,
深圳市怀德房地产开发,怀德峰景南园,宝安区福永街道,深房许字（2015）宝安,
深圳市德润创展房地产,德润荣君府2栋、4栋,坂田街道布龙公路南侧,深房许字（2015）050号,
中粮地产（集团）股份,中粮凤凰里花苑,深圳市宝安区福永街道,深房许字（2015）宝安,
深圳机场地产有限公司,领航城领秀花园,宝安区西乡街道,深房许字（2015）宝安,
深圳市香江供应链管理,香江金融大厦,深圳市前海深港现代服,深房许字（2015）前海,
深圳荣超实业有限公司,高新区联合总部大厦,学府路与科苑南路交汇,深房许字（2015）南山,
深圳市万疆城投资发展,金域九悦花园（北区）,深圳市龙华新区悦兴路,深房许字（2015）龙华,
深圳市恒地投资有限公,恒地悦山湖花园2号楼,深圳市龙岗区横岗街道,深房许字（2015）龙岗,
深圳市恒地投资有限公,恒地悦山湖花园1号楼,深圳市龙岗区横岗街道,深房许字（2015）047号,
深圳市奥宸房地产开发,奥宸观壹城华府（A928,龙华新区观澜办事处松,深房许字（2015）龙华,
深圳市物业发展(集团),深物业前海港湾花园,月亮湾大道与兴海大道,深房许字（2015）南山,
深圳市新南水门投资有,水门逸欣园,龙岗区平湖街道,深房许字（2015）龙岗,
深圳市合泰地产集团有,御景翠峰小区,盐田区沙头角径口村,深房区沙头角（2015）,
深圳市港城建业房地产,港城蓝山雅园,盐田区后方陆域中青一,深房许字（2015）盐田,
深圳市地铁集团有限公,地铁锦上花园,深圳市龙岗区横岗街道,深房许字（2015）龙岗,
深圳中海地产有限公司,中海锦城花园西区,龙华新区民治街道,深房许字（2015）龙华,
深圳招商房地产有限公,海上世界双玺花园三期,望海路,深房许字（2015）南山,
宝能城有限公司,宝能城花园,留仙大道与塘朗地铁站,深房许字（2015）南山,
深圳市美宝田实业有限,满京华艺峦大厦,宝安区西乡街道,深房许字（2015）宝安,
深圳市德润创展房地产,德润荣君府,坂田街道布龙公路南侧,深房许字（2015）龙岗,
深圳市鹏龙实业有限公,联美新天地华府,深圳市龙岗区布吉街道,深房许字（2015）龙岗,
深圳市鸿荣源实业有限,壹成中心花园（A824-0,龙华新区龙华街道人民,深房许字［2015］龙华,
深圳市喜盈盈投资有限,松河瑞园二期,深圳市宝安区松岗街道,深房许字（2015）宝安,
深圳市喜盈盈投资有限,松河瑞园二期,深圳市宝安区松岗街道,深房许字（2015）宝安,
深圳市喜盈盈投资有限,松河瑞园二期,深圳市宝安区松岗街道,深房许字（2015）宝安,
深圳市大新尚盛投资有,大新时代大厦,学府路,深房许字（2015）南山,
深圳市大新尚盛投资有,大新时代大厦,学府路,深房许字（2015）南山,
威新地产（深圳）有限,金地威新公寓,科技南路与高新南十道,深房许字（2014）南山,
深圳市鹏城置业投资发,珑门名苑（A924-0173),龙华新区观澜办事处豆,深房许字（2015）龙华,
深圳市金骏房地产有限,玖龙玺花园二期南区,龙华新区大道与白石龙,深房许字（2015）龙华,
华润置地（深圳）有限,华润城润府二期（一区,铜鼓路东面科发路北面,深房许字（2015）南山,
深圳市九州房地产开发,万科天誉花园二期5栋,龙岗区龙城街道,深房许字（2015）龙岗,
深圳市银海实业有限公,恒裕滨城花园（二期）,后海滨路与招商东路交,深房许字(2015)南山02,
深圳市银海实业有限公,恒裕滨城花园（二期）,后海滨路与招商路交汇,深房许字（2015）南山,
中国南山开发(集团)股,赤湾海鹏阁,华英路南面,深房许字（2015）南山,
深圳市合裕房地产开发,爵悦公馆3栋,深圳市龙岗区清霞路与,深房许字（2015）龙岗,
深圳市合裕房地产开发,爵悦公馆2栋,深圳市龙岗区清霞路与,深房许字（2015）龙岗,
华润（深圳）地产发展,银湖蓝山润园二期,罗湖区清水河街道银湖,深房许字（2015）罗湖,
深圳市市建置业有限公,塑和公园华府,罗湖区人民北路人民公,深房许字（2015）罗湖,
深圳市黄贝岭靖轩实业,靖轩豪苑,罗湖区黄贝岭,深房许字（2015）罗湖,
华联控股股份有限公司,华联城市全景花园,宝安区创业二路与公园,深房许字(2015)宝安01,
深圳市卓越宝中房地产,卓越宝中时代广场（一,宝安区新安街道,深房许字（2015）宝安,
深圳市吉厦房地产开发,国香山翡翠华庭2栋,深圳市龙岗区南湾街道,深房许字(2015)龙岗04,
深圳市万科滨海房地产,壹海城三区（2期）,盐田区海景二路,深房许字（2015）盐田,
深圳市诚品地产有限公,水湾壹玖柒玖广场（一,荔园路与太子路交汇处,深房许字（2015）南山,
深圳市善嘉置业有限公,上善梧桐苑,深圳市盐田区海山路98,深房许字（2015）盐田,
深圳市万科滨海房地产,壹海城三期2期,深圳市盐田区海景二路,深房许字（2015）盐田,
深圳市万科滨海房地产,壹海城三区2期,深圳市盐田区海景二路,深房许字（2015）盐田,
深圳市松茂房地产集团,松茂御龙湾雅苑,深圳市宝安西乡中心区,深房许字（2014）宝安,
深圳市松茂房地产集团,松茂御龙湾雅苑,深圳市宝安西乡中心区,深房许字(2014)宝安01,
深圳市中爱联实业有限,荣德雨辰公寓,深圳市龙岗区横岗街道,深房许字（2015）龙岗,
深圳亘富投资有限公司,锦缘里嘉园,罗湖区沿河南路3026号,深房许字(2015)罗湖00,
深圳市力高大道置业有,九高君御花园,深房许字（2015）坪山,深房许字（2015）坪山,
宝能地产股份有限公司,宝能城市公馆（一、二,福田区农林路21号,深房许字（2015）福田,
深圳市港信达投资发展,港信达银信广场,深圳市横岗街道松柏路,深房许字（2015）龙岗,
港铁物业发展（深圳）,荟港尊邸2期,大浪街道布龙路与和平,深房许字（2015）龙华,
深圳市投资控股有限公,深圳湾科技生态园,南山区白石路与沙河西,深房许字（2015）南山,
深圳市聚龙湾投资发展,公园里花园四期2栋,龙岗区南湾街道,深房许字（2015）龙岗,
深圳市万鸿嘉投资发展,金域中央花园二期,龙岗区布吉街道水径社,深房许字（2015）龙岗,
深圳市龙城广场房地产,万科时代广场1栋,龙岗区龙城街道,深房许字（2015）龙岗,
深圳市儒骏泰峰房地产,骏雅居,龙岗区坂田街道,深房许字（2015）龙岗,
深圳市金龙房地产开发,公园一号广场,南海大道与创业路交汇,深房许字（2015）南山,
深圳市儒骏泰峰房地产,骏雅居,龙岗区坂田街道,深房许字（2015）龙岗,
深圳市万科云城房地产,万科云城（一期）,南山区石鼓路,深房许字（2015）南山,
深圳市鹏瑞地产开发有,鹏瑞深圳湾壹号广场（,科苑大道与东滨路交汇,深房许字（2014）南山,
深圳市鹏瑞地产开发有,鹏瑞深圳湾壹号广场（,科苑大道与东滨路交汇,深房许字（2015）南山,
深圳市鹏瑞地产开发有,鹏瑞深圳湾壹号广场（,科苑大道与东滨路交汇,深房许字（2014）南山,
深圳市鹏瑞地产开发有,鹏瑞深圳湾壹号广场（,科苑大道与东滨路交汇,深房许字（2015）南山,
深圳市鹏瑞地产开发有,鹏瑞深圳湾壹号广场（,科苑大道与东滨路交汇,深房许字（2015）南山,
深圳市宏发房地产开发,宏发世纪花园,宝安石岩街道,深房许字（2015）宝安,
深圳市联投置地有限公,联投东方华府（二期）,深圳市宝安区松岗街道,深房许字（2015）宝安,
深圳市富士投资（集团,富士嘉园,观澜办事处华中街,深房许字（2015）龙华,
深圳机场地产有限公司,领航城领尚华府,宝安区西乡街道,深房许字（2015）宝安,
深圳市世基房地产开发,嘉悦山花园·,龙岗区坂田,深房许字（2015）龙岗,
深圳市科之谷投资有限,深业上城（南区）二期,深圳市福田区皇岗路50,深房许字（2015）福田,
深圳市松茂房地产集团,松茂御龙湾雅苑,深圳市宝安区西乡中心,深房许字（2015）008号,
深圳市力高大道置业有,力高君御花园,坪山新区坪山街道中山,深房许字（2015）坪山,
深圳市志天下实业有限,太阳雨家园,龙岗区坂田街道坂雪岗,深房许字（2015）龙岗,
深圳市红荷森泉置业发,森泉雅轩,龙岗横岗街道办,深房许字（2015）龙岗,
深圳市龙华龙屋投资有,盛荟居,深圳市龙华新区民治街,深房许字（2015）龙华,
深圳市中熙房地产开发,中熙香山美林苑,东滨路与南光路交汇处,深房许字（2015）南山,
深圳市宇宏投资集团有,岭宏健康家园,龙岗区南湾街道,深房许字（2015）龙岗,
深圳市光明商业中心开,新地中央广场,光明新区光明大道与河,深房许字（2015）光明,
深圳市泉堂实业发展有,天福华府(B区),深圳市宝安区西乡广深,深房许字(2015)宝安00,
深圳市龙华上塘股份合,星河传奇花园二期,龙华新区民治上塘,深地合字（2015）龙华,
深圳市金洪实业投资发,华盛峰荟名庭（一期）,龙华新区泗黎路与悦兴,深房许字（2015）龙华,
深圳市龙华上塘股份合,星河传奇花园二期,龙华新区民治上塘,深房许字（2015）龙华,
深圳市联投置地有限公,联投东方华府（一期）,宝安区松岗街道,深房许字（2014）宝安,
深圳市淞江康纳投资有,金地凯旋广场,深圳市龙岗区龙岗街道,深房许字（2015）龙岗,
深圳市淞江康纳投资有,金地凯旋广场,深圳市龙岗区龙岗街道,深房许字（2015）龙岗,
深圳市诚品地产有限公,水湾壹玖柒玖广场（二,荔园路与太子路交汇处,深房许字（2015）南山,
深圳市聚龙湾投资发展,公园里花园四期,龙岗区南湾街道,深房许字（2015）龙岗,
深圳市佳华房地产开发,佳华领汇广场一期,坂田街道吉华路和五和,深房许字（2015）龙岗,
深圳市银江置地开发有,银江春晓家园,深圳市龙华新区观澜街,深房许字【2015】龙华,
深圳市银江置地开发有,银江春晓家园,深圳市龙华新区观澜街,深房许字【2015】龙华,
深圳市九州房地产开发,万科天誉花园二期8栋,龙岗区龙城街道,深房许字（2015）龙岗,
深圳市万疆城投资发展,金域九悦花园,深圳市龙华新区观澜街,深房许字【2015】龙华,
深圳市万疆城投资发展,金域九悦花园（南区）,深圳市龙华新区观澜办,深房许字【2015】龙华,
深圳市文宝峰投资发展,平安里家园,深圳市龙岗区龙平西路,深房许字（2015）龙岗,
深圳华侨城房地产有限,香山美墅花园,香山中街,深房许字（2015）南山,
深圳市国惠康国泰房地,深业泰然观澜玫瑰苑,深圳市龙华新区观澜街,深房许字【2015】龙华,
深圳市泰富华天峦湖置,天峦湖花园,深圳市坪山新区大山陂,深房许字（2015）坪山,
深圳市汉森房地产开发,吉祥龙花园,科苑南路与工业七路交,深房许字（2014）南山,
深圳市新屋吓英隆房地,荣超新成大厦·,深圳市龙岗区大运新城,深房许字（2015）023号,
深圳市海岸融通投资有,海岸环庆大厦,深圳市福田区福田路24,深房许字（2015）福田,
深圳市金地大百汇房地,岗厦天元花园5栋,深圳市福田区河园路东,深房许字（2015）福田,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,龙岗区龙岗街道,深房许字（2015）龙岗,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,龙岗区龙岗街道,深房许字（2015）龙岗,
深圳市南岭新力佳投资,尚峰花园,深圳市龙岗区南湾街道,深房许字（2015）龙岗,
深圳机场地产有限公司,领丽花园,宝安西乡街道,深房许字（2015）宝安,
港铁物业发展（深圳）,荟港尊邸一期,龙华新区和平路与布龙,深房许字（2015）龙华,
深圳市万科滨海房地产,壹海城三区C\D座,深圳市盐田区海景二路,深房许字[2015]盐田00,
深圳市宇宏投资集团有,岭宏健康花园,龙岗区南湾街道,深房许字（2015）龙岗,
深业沙河（集团）有限,深业世纪工业中心,宝安区洲石路与北二路,深房许字(2015)宝安00,
深圳市力高大道置业有,力高君御花园,坪山新区中山大道与锦,深房许字（2015）坪山,
深圳市金地北城房地产,金地塞拉维花园（南区,深圳市龙华新区观澜街,深房许字（2015）龙华,
深业沙河（集团）有限,深业世纪工业中心,宝安区洲石路与北二路,深房许字(2015)宝安00,
深圳市地铁集团有限公,龙瑞佳园,兴海大道东侧,深房许字（2015）南山,
深圳市秋铭投资发展有,峰荟花园二期,光明新区公明办事处南,深房许字(2015)光明00,
深圳市九州房地产开发,万科天誉花园二期,龙岗区龙城街道,深房许字（2015）龙岗,
华润置地（深圳）有限,华润城润府（三、四期,新世界豪园路与铜鼓路,深房许字（2015）南山,
深圳市海王星辰实业有,海王星辰大厦,东滨路与后海滨路交汇,深房许字（2015）南山,
深圳市海王星辰实业有,海王星辰大厦,东滨路与后海滨路交汇,深房许字（2015）南山,
深圳市君成投资发展有,雍和园,深圳市宝安区西乡街道,深房许字（2015）宝安,
深圳市保利置地房地产,保利悦都花园,深圳市龙华新区办事处,深房许字【2015】龙华,
深圳市保利置地房地产,保利悦都花园,深圳市龙华新区龙华办,深房许字【2015】龙华,
深圳市六和房地产开发,六和商业广场一期,深圳市坪山新区坪山街,深房许字（2015）坪山,
深圳市金众地产集团有,金众金域半山花园,大鹏新区葵涌办事处丰,深房许字（2015）大鹏,
壹方置业（深圳）有限,壹方商业中心,深圳市宝安区新湖路与,深房许字（2015）宝安,
壹方置业（深圳）有限,壹方商业中心,宝安中心区新湖路与创,深房许字（2015）宝安,
壹方置业（深圳）有限,壹方商业中心,宝安中心区新湖路与创,深房许字（2015）宝安,
深圳市万科云城房地产,万科云城（一期）,南山区石鼓路,深房许字（2015）南山,
深圳市红荷庭苑房地产,颐安都会中央花园（II,龙岗区龙城街道,深房许字（2015）龙岗,
深圳市生良房地产开发,尚水天成花园,龙岗区布吉街道水径路,深房许字（2015）龙岗,
深圳市特区建设发展集,铂寓轩,宝安区西乡街道,深房许字（2014）宝安,
深圳华侨城房地产有限,燕晗山苑,侨香路,深房许字（2015）南山,
深圳市中洲宝城置业有,中洲华府商业大厦,深圳市宝安区创业二路,深房许字（2015）宝安,
深圳中海地产有限公司,中海锦城花园,民治办事处,深房许字【2015】龙华,
深圳博林集团有限公司,博林天瑞花园（二期）,留仙大道和平山一路交,深房许字（2015）南山,
深圳市朗通房地产开发,塘朗城广场（东区）,留仙大道与塘朗地铁站,深房许字（2015）南山,
深圳市宏发投资集团有,宏发嘉域花园二期,光明新区公明办事处松,深房许字（2015）光明,
深圳市高发投资控股有,高发悦驰苑,布吉镇雪象村,深房许字（2015）龙岗,
深圳博林集团有限公司,博林天瑞花园二期,留仙大道与平山一路交,深房许字（2015）南山,
深圳市新生辉投资有限,正兆景嘉园,光明新区双明大道北侧,深房许字（2015）光明,
深圳市龙井实业股份有,鼎胜金城世家豪园,西丽留仙大道与石鼓路,深房许字（2014）南山,
深圳市南油开发建设有,月亮湾山庄（三期）,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市南油开发建设有,月亮湾山庄（三期）,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市南油开发建设有,月亮湾山庄（三期）,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市南油开发建设有,月亮湾山庄（三期）,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市南油开发建设有,月亮湾山庄三期,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市南油开发建设有,月亮湾山庄（三期）,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市中爱联实业有限,荣德雨馨公寓,深圳市龙岗区横岗(街道,深房许字（2015）龙岗,
深圳市南岭新力佳投资,尚峰花园,深圳市龙岗区南湾街道,深房许字（2015）龙岗,
民生东都深圳房地产开,美地里园1栋,龙岗中心城东都路旁,深房许字（2015）龙岗,
深圳市南油开发建设有,月亮湾山庄（三期）,兴海大道与前海路交汇,深房许字（2015）南山,
深圳市怀德房地产开发,怀德广场,福永街道,深房许字（2014）宝安,
深圳市京基房地产股份,京基御景印象家园,深圳市坪山新区坪山街,深房许字(2015)坪山00,
深圳市麟恒投资发展有,东城中心花园（二期）,龙岗区横岗街道龙岗大,深房许字（2015）龙岗,
深圳坪山招商房地产有,招商花园,深圳市坪山新区坪山兰,深房许字(2015)坪山00,
深圳市宇宏投资集团有,岭宏健康花园,龙岗区南湾街道,深房许字（2015）龙岗,
港铁物业发展（深圳）,荟港尊邸2期,大浪街道布龙路与和平,深房许字（2015）龙华,
深圳市瑞恒投资发展有,勤诚达悦园,宝安区新安街道,深房许字（2014）宝安,
深圳市九州房地产开发,万科天誉花园二期9、1,龙岗区龙城街道,深房许字（2015）龙岗,
深圳市瑞恒投资发展有,勤诚达悦园,宝安区新安街道,深房许字（2014）宝安,
深圳市瑞恒投资发展有,勤诚达悦园,宝安区新安街道,深房许字（2014）宝安,
深圳招商房地产有限公,海上世界双玺花园（二,蛇口望海路南侧,深房许字（2015）南山,
深圳招商房地产有限公,海上世界双玺花园（二,蛇口望海路南侧,深房许字（2015）南山,
深圳招商房地产有限公,海上世界双玺花园（二,蛇口望海路南侧,深房许字（2015）南山,
深圳招商房地产有限公,海上世界双玺花园（二,蛇口望海路南侧,深房许字（2015）003号,
深圳市曦湾名苑地产有,曦湾天馥名苑,后海滨路与工业八路交,深房许字（2015）南山,
深圳市鹏广达置业有限,山海四季花园,盐田港后方陆域北山大,深房许字(2014)盐田00,
深圳市曦湾名苑地产有,曦湾天馥名苑,后海滨路与工业八路交,深房许字（2015）南山,
深圳市万联嘉投资发展,金域揽峰花园,龙岗区布吉水径,深房许字（2015）龙岗,
深圳市宏发投资集团有,宏发嘉域花园一期,光明新区公明办事处松,深房许字（2015）光明,
深圳市怀德房地产开发,怀德广场,宝安区福永街道,深房许字（2014）宝安,
深圳市光彩置业有限公,泛海城市广场,南山区兴海大道与前海,深房许字（2014）南山,
深圳市京基房地产股份,京基滨河时代广场北区,深圳市福田区滨河大道,深房许字（2015）福田,
深圳前海卓越汇康投资,前海卓越金融中心（一,深圳市前海深港合作区,深房许字（2015）前海,
深圳前海卓越汇康投资,卓越前海金融中心（一,深圳市前海深港合作区,深房许字（2015）前海,
深圳市城市建设开发（,仁山智水花园（三期）,龙华新区观澜办事处环,深房许字（2015）龙华,
深圳市松茂房地产集团,松茂御龙湾雅苑,宝安区西乡街道,深房许字（2014）宝安,
深圳市祥盛房地产开发,华盛盛荟名庭,宝安区新安街道,深房许字（2013）宝安,
深圳市松茂房地产集团,松茂御龙湾雅苑（一期,宝安区西乡街道,深房许字（2014）宝安,
深圳市瑞恒投资发展有,勤诚达悦园,宝安区新安街道,深房许字（2014）宝安,
深圳市福田房地产有限,锦鸿花园,深圳市光明新区南环大,深房许字(2014)光明00,
深圳市盘龙投资发展有,同创九著院,龙岗区龙城街道龙平西,深房许字（2015）龙岗,
深圳市生良房地产开发,尚水天成花园,龙岗布吉街道,深房许字（2014）龙岗,
深圳市泰富华天峦湖置,天峦湖花园,深圳市坪山新区坪山街,深房许字(2015)坪山00,
深圳市骏泰房地产开发,金汐府,龙岗区龙岗街道,深房许字（2014）龙岗,
深圳市信旺房地产开发,信义荔山御园,龙岗区布吉街道罗岗社,深房许字（2015）龙岗,
深圳市宇宏投资集团有,岭宏健康家园,龙岗区南湾街道,深房许字（2015）龙岗,
深圳市博住置业有限公,水映山岸公馆,望海路与金世纪路交汇,深房许字（2015）南山,
深圳市同和工贸有限公,同和凤凰花苑,宝安区福永街道白石厦,深房许字（2015）宝安,
深圳市腾龙达实业有限,仙岭居,龙岗区龙岗街道南联碧,深房许字（2015）龙岗,
深圳市鹏宝东物业发展,悠山美地家园,深圳市龙华新区大浪街,深房许字（2015）龙华,
深圳市六和房地产开发,六和商业广场一期,坪山新区坪山街道深汕,深房许字（2015）坪山,
深圳市龙园凯利恒丰房,龙园创展大厦,罗湖区解放路与宝安南,深房许字（2015）罗湖,
深圳市博住置业有限公,水映山岸公馆,望海路与金世纪路交汇,深房许字（2015）南山,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,龙岗区龙岗街道同乐社,深房许字（2015）龙岗,
深圳坪山招商房地产有,招商花园,深圳市坪山新区坪山兰,深房许字（2015）坪山,
深圳市福中福房地产开,幸福港湾御品居,宝安区西乡街道西乡大,深房许字（2014）宝安,
深圳市坚得利实业有限,滨海盛世名苑,大鹏新区大鹏街道王母,深房许（2014）大鹏00,
深圳市福中福房地产开,幸福港湾御品居,宝安区西乡街道西乡大,深房许字（2014）宝安,
深圳市瑞恒投资发展有,勤城达悦园,宝安区新安街道,深房许字（2014）宝安,
深圳市富通房地产集团,瑞尚居,宝安区西乡街道,深房许字（2013）宝安,
深圳市瑞恒投资发展有,勤诚达悦园,新安街道创业二路与创,深房许字（2014）宝安,
深圳市盛迪嘉房地产开,盛迪嘉光明壹号花园（,光明高新区科发路西侧,深房许字（2014）光明,
深圳市盛迪嘉房地产开,盛迪嘉光明壹号花园（,光明高新区西区科发路,深房许字（2014）光明,
深圳中海地产有限公司,尖岗山名苑二期B区,西乡街道,深房许字（2014）宝安,
